timestamp,pickup_district,dropoff_district,trip_duration_minutes,distance_km,fare_yen,wait_time_minutes,demand_multiplier,weather_influence,hour,day_of_week,is_rush_hour,is_weekend
2024-06-24 05:00:00,Marunouchi,Odaiba,16.7,10.16,3111,3.6,3.72,2.86,5,0,False,False
2024-06-18 14:00:00,Meguro,Meguro,12.9,13.44,2110,1.4,1.6,1.6,14,1,False,False
2024-06-23 15:00:00,Ginza,Harajuku,50.7,6.46,2509,0.6,5.24,2.91,15,6,False,True
2024-06-16 16:00:00,Shinjuku,Shibuya,16.5,0.5,815,4.3,3.74,2.08,16,6,False,True
2024-06-12 20:00:00,Marunouchi,Ebisu,6.5,7.32,871,2.2,2.5,1.0,20,2,True,False
2024-06-04 15:00:00,Shinjuku,Tokyo Station,34.5,4.46,1998,15.8,2.86,2.86,15,1,False,False
2024-06-29 14:00:00,Akasaka,Asakusa,11.6,11.4,1171,0.7,1.8,1.0,14,5,False,True
2024-06-05 03:00:00,Meguro,Ginza,9.8,7.35,877,0.9,1.3,1.0,3,2,False,False
2024-06-13 05:00:00,Akasaka,Ginza,9.5,8.42,1526,13.6,2.08,1.6,5,3,False,False
2024-06-12 06:00:00,Shibuya,Asakusa,5.3,6.97,844,3.0,1.0,1.0,6,2,False,False
2024-06-12 21:00:00,Ueno,Ikebukuro,15.5,13.24,2877,21.3,2.2,2.2,21,2,False,False
2024-06-16 01:00:00,Tokyo Station,Akasaka,21.5,10.87,1831,4.5,3.74,1.6,1,6,False,True
2024-06-26 17:00:00,Ueno,Ebisu,53.2,6.7,1940,7.0,5.5,2.2,17,2,True,False
2024-06-26 17:00:00,Ueno,Shibuya,42.0,14.82,3198,2.0,5.5,2.2,17,2,True,False
2024-06-04 12:00:00,Asakusa,Asakusa,12.1,2.48,688,5.8,1.3,1.3,12,1,False,False
2024-06-14 15:00:00,Meguro,Marunouchi,13.1,1.92,784,0.5,1.6,1.6,15,4,False,False
2024-06-15 19:00:00,Akihabara,Odaiba,80.4,5.61,1171,6.1,6.3,1.4,19,5,True,True
2024-06-28 00:00:00,Ikebukuro,Shibuya,8.6,11.52,1175,5.1,1.3,1.0,0,4,False,False
2024-06-17 07:00:00,Ueno,Akihabara,35.0,18.1,3497,3.8,5.2,2.08,7,0,True,False
2024-06-09 09:00:00,Ueno,Shibuya,53.6,8.63,1635,1.7,7.2,1.6,9,6,True,True
2024-06-04 13:00:00,Asakusa,Akasaka,22.9,7.63,2611,2.1,2.86,2.86,13,1,False,False
2024-06-15 09:00:00,Harajuku,Odaiba,104.9,0.5,1036,11.4,9.36,2.08,9,5,True,True
2024-06-24 00:00:00,Meguro,Shinjuku,73.2,11.74,4188,5.1,4.29,3.3,0,0,False,False
2024-06-25 15:00:00,Marunouchi,Shibuya,11.4,11.5,1531,0.6,1.3,1.3,15,1,False,False
2024-06-14 13:00:00,Meguro,Ikebukuro,9.1,9.5,1341,4.1,1.3,1.3,13,4,False,False
2024-06-26 04:00:00,Shinjuku,Shinjuku,9.5,12.66,1259,7.2,1.3,1.0,4,2,False,False
2024-06-15 07:00:00,Shinjuku,Ueno,110.0,8.67,3605,12.4,14.85,3.3,7,5,True,True
2024-06-07 17:00:00,Ginza,Meguro,48.8,8.5,2214,2.0,5.5,2.2,17,4,True,False
2024-06-03 09:00:00,Ueno,Ebisu,13.7,7.98,1390,13.6,3.75,1.5,9,0,True,False
2024-06-09 13:00:00,Asakusa,Meguro,32.4,4.24,1020,0.1,2.7,1.5,13,6,False,True
2024-06-17 10:00:00,Tokyo Station,Ginza,7.6,4.67,681,0.6,1.0,1.0,10,0,False,False
2024-06-06 10:00:00,Akihabara,Akihabara,15.1,2.59,810,2.2,1.5,1.5,10,3,False,False
2024-06-12 14:00:00,Asakusa,Ginza,12.3,6.86,845,1.0,1.0,1.0,14,2,False,False
2024-06-28 03:00:00,Shibuya,Asakusa,16.8,4.91,710,2.4,1.3,1.0,3,4,False,False
2024-06-10 14:00:00,Asakusa,Harajuku,15.8,4.63,1032,13.5,1.5,1.5,14,0,False,False
2024-06-04 13:00:00,Marunouchi,Shinjuku,27.3,9.17,2943,2.5,2.86,2.86,13,1,False,False
2024-06-25 00:00:00,Ueno,Tokyo Station,10.7,7.07,858,3.2,1.3,1.0,0,1,False,False
2024-06-05 18:00:00,Marunouchi,Roppongi,27.2,13.1,1706,2.9,3.25,1.3,18,2,True,False
2024-06-28 05:00:00,Shinjuku,Harajuku,27.2,16.87,3483,11.5,2.86,2.2,5,4,False,False
2024-06-14 12:00:00,Ueno,Harajuku,17.7,6.63,2003,22.2,2.4,2.4,12,4,False,False
2024-06-13 07:00:00,Ginza,Odaiba,34.5,9.96,1642,13.4,3.75,1.5,7,3,True,False
2024-06-06 20:00:00,Ginza,Odaiba,15.4,10.35,1100,0.9,2.5,1.0,20,3,True,False
2024-06-01 09:00:00,Odaiba,Marunouchi,52.9,3.31,829,0.3,5.85,1.3,9,5,True,True
2024-06-17 12:00:00,Marunouchi,Odaiba,12.9,8.59,970,4.3,1.0,1.0,12,0,False,False
2024-06-30 16:00:00,Akasaka,Shibuya,23.8,10.34,2439,2.4,3.96,2.2,16,6,False,True
2024-06-13 19:00:00,Meguro,Ikebukuro,40.0,5.09,2312,3.7,7.7,3.08,19,3,True,False
2024-06-30 05:00:00,Ebisu,Ueno,7.4,0.93,412,2.2,2.34,1.0,5,6,False,True
2024-06-09 19:00:00,Ebisu,Marunouchi,51.2,9.58,2392,7.6,9.9,2.2,19,6,True,True
2024-06-02 03:00:00,Akasaka,Roppongi,18.6,12.5,1259,1.1,2.34,1.0,3,6,False,True
2024-06-10 12:00:00,Meguro,Ebisu,21.3,4.55,1103,8.9,1.6,1.6,12,0,False,False
2024-06-22 20:00:00,Shinjuku,Meguro,80.1,12.14,1829,0.4,6.3,1.4,20,5,True,True
2024-06-03 04:00:00,Roppongi,Asakusa,13.4,6.68,1332,4.9,2.08,1.6,4,0,False,False
2024-06-14 11:00:00,Akihabara,Akihabara,38.6,9.29,3007,14.8,2.86,2.86,11,4,False,False
2024-06-24 17:00:00,Tokyo Station,Marunouchi,28.4,13.71,2823,4.7,5.2,2.08,17,0,True,False
2024-06-20 04:00:00,Shibuya,Odaiba,5.3,8.36,945,4.2,1.3,1.0,4,3,False,False
2024-06-14 17:00:00,Marunouchi,Ebisu,17.9,16.12,2277,6.6,3.75,1.5,17,4,True,False
2024-06-12 03:00:00,Ikebukuro,Ginza,27.7,3.4,1351,1.1,2.86,2.2,3,2,False,False
2024-06-15 18:00:00,Tokyo Station,Asakusa,149.8,9.6,3452,7.7,12.87,2.86,18,5,True,True
2024-06-20 07:00:00,Ueno,Shibuya,20.4,12.89,1288,1.5,2.5,1.0,7,3,True,False
2024-06-24 04:00:00,Meguro,Harajuku,14.1,14.11,1369,0.0,1.3,1.0,4,0,False,False
2024-06-30 16:00:00,Ginza,Ebisu,75.2,13.18,3025,3.4,3.96,2.2,16,6,False,True
2024-06-05 19:00:00,Ikebukuro,Ginza,22.1,6.3,816,1.0,2.5,1.0,19,2,True,False
2024-06-15 04:00:00,Akasaka,Meguro,96.1,13.37,3111,1.8,5.15,2.2,4,5,False,True
2024-06-30 10:00:00,Harajuku,Meguro,19.1,6.27,810,1.4,1.8,1.0,10,6,False,True
2024-06-19 01:00:00,Ebisu,Tokyo Station,23.1,6.92,1896,3.0,2.86,2.2,1,2,False,False
2024-06-10 13:00:00,Akasaka,Shibuya,12.1,6.61,1074,2.7,1.3,1.3,13,0,False,False
2024-06-08 08:00:00,Akihabara,Shinjuku,49.5,1.57,509,0.2,4.5,1.0,8,5,True,True
2024-06-20 05:00:00,Shibuya,Akihabara,7.3,2.7,539,8.4,1.3,1.0,5,3,False,False
2024-06-25 22:00:00,Tokyo Station,Marunouchi,12.1,18.83,1707,0.0,1.3,1.0,22,1,False,False
2024-06-28 03:00:00,Tokyo Station,Akihabara,11.7,6.11,790,0.8,1.3,1.0,3,4,False,False
2024-06-17 00:00:00,Ginza,Roppongi,18.4,3.51,977,9.0,2.08,1.6,0,0,False,False
2024-06-07 18:00:00,Ginza,Ginza,32.2,7.51,2014,7.0,5.5,2.2,18,4,True,False
2024-06-14 07:00:00,Ikebukuro,Roppongi,20.0,16.05,1970,3.8,3.25,1.3,7,4,True,False
2024-06-12 18:00:00,Shinjuku,Akasaka,53.3,9.98,3198,7.3,7.15,2.86,18,2,True,False
2024-06-07 04:00:00,Ginza,Shibuya,12.0,14.12,2187,1.2,2.08,1.6,4,4,False,False
2024-06-20 03:00:00,Shinjuku,Roppongi,5.0,11.39,1162,5.7,1.3,1.0,3,3,False,False
2024-06-08 04:00:00,Shinjuku,Ebisu,16.0,16.03,1510,3.4,2.34,1.0,4,5,False,True
2024-06-19 19:00:00,Meguro,Ginza,49.3,8.52,2219,2.7,5.5,2.2,19,2,True,False
2024-06-26 17:00:00,Shinjuku,Shibuya,41.2,11.23,2626,2.3,5.5,2.2,17,2,True,False
2024-06-03 05:00:00,Akasaka,Meguro,7.8,6.44,809,0.0,1.3,1.0,5,0,False,False
2024-06-14 18:00:00,Akihabara,Odaiba,45.2,12.68,3127,8.8,6.0,2.4,18,4,True,False
2024-06-04 06:00:00,Shibuya,Ueno,5.0,5.52,1035,4.8,1.4,1.4,6,1,False,False
2024-06-04 13:00:00,Odaiba,Tokyo Station,24.0,8.26,2744,17.5,2.86,2.86,13,1,False,False
2024-06-20 04:00:00,Shibuya,Shibuya,12.9,7.47,889,4.4,1.3,1.0,4,3,False,False
2024-06-07 15:00:00,Shinjuku,Ikebukuro,5.0,12.58,1622,2.3,1.3,1.3,15,4,False,False
2024-06-14 00:00:00,Roppongi,Harajuku,32.1,5.92,1762,4.5,2.86,2.2,0,4,False,False
2024-06-03 08:00:00,Marunouchi,Odaiba,41.2,13.73,2858,5.2,5.2,2.08,8,0,True,False
2024-06-28 05:00:00,Meguro,Meguro,21.4,9.11,2239,1.7,2.86,2.2,5,4,False,False
2024-06-04 04:00:00,Akasaka,Harajuku,11.0,10.67,1117,4.5,1.3,1.0,4,1,False,False
2024-06-21 14:00:00,Ginza,Odaiba,18.8,0.72,1174,3.0,2.86,2.86,14,4,False,False
2024-06-13 18:00:00,Ginza,Harajuku,39.0,4.28,1106,1.9,4.0,1.6,18,3,True,False
2024-06-24 15:00:00,Ikebukuro,Marunouchi,12.0,4.26,855,2.3,1.3,1.3,15,0,False,False
2024-06-13 01:00:00,Akasaka,Ueno,5.9,10.34,1088,2.2,1.3,1.0,1,3,False,False
2024-06-10 01:00:00,Akasaka,Meguro,7.1,2.59,531,1.5,1.3,1.0,1,0,False,False
2024-06-04 22:00:00,Roppongi,Shinjuku,12.3,4.84,699,0.3,1.3,1.0,22,1,False,False
2024-06-06 23:00:00,Roppongi,Ginza,6.3,9.5,1643,2.2,2.08,1.6,23,3,False,False
2024-06-14 07:00:00,Ikebukuro,Akihabara,34.0,9.52,1381,2.9,3.25,1.3,7,4,True,False
2024-06-11 16:00:00,Ginza,Marunouchi,44.1,7.29,3015,2.4,3.3,3.3,16,1,False,False
2024-06-02 03:00:00,Shibuya,Roppongi,20.6,13.46,1330,1.8,2.34,1.0,3,6,False,True
2024-06-05 23:00:00,Akasaka,Ikebukuro,26.3,7.68,1196,3.2,1.69,1.3,23,2,False,False
2024-06-23 21:00:00,Ueno,Shibuya,12.5,3.24,584,8.3,1.8,1.0,21,6,False,True
2024-06-25 00:00:00,Harajuku,Shibuya,8.5,11.14,1148,2.1,1.3,1.0,0,1,False,False
2024-06-15 21:00:00,Asakusa,Ueno,14.8,12.77,1273,0.1,1.8,1.0,21,5,False,True
2024-06-25 17:00:00,Odaiba,Roppongi,19.9,13.13,1697,6.5,3.25,1.3,17,1,True,False
2024-06-23 13:00:00,Asakusa,Roppongi,25.5,8.69,2382,27.1,4.32,2.4,13,6,False,True
2024-06-30 04:00:00,Akihabara,Ikebukuro,13.0,1.42,454,3.0,2.34,1.0,4,6,False,True
2024-06-24 06:00:00,Shinjuku,Ginza,7.4,1.81,618,2.9,1.3,1.3,6,0,False,False
2024-06-08 12:00:00,Ueno,Akasaka,26.4,7.15,1147,0.6,2.34,1.3,12,5,False,True
2024-06-18 14:00:00,Ebisu,Tokyo Station,6.8,5.79,1217,7.4,1.6,1.6,14,1,False,False
2024-06-15 21:00:00,Ginza,Ginza,20.3,10.23,1097,3.9,1.8,1.0,21,5,False,True
2024-06-13 03:00:00,Harajuku,Meguro,72.1,2.12,1265,1.5,2.86,2.2,3,3,False,False
2024-06-04 19:00:00,Ikebukuro,Akihabara,18.2,4.41,878,1.7,3.25,1.3,19,1,True,False
2024-06-25 13:00:00,Ebisu,Odaiba,6.1,13.35,1305,0.4,1.0,1.0,13,1,False,False
2024-06-06 12:00:00,Asakusa,Marunouchi,31.0,7.54,2015,17.5,2.2,2.2,12,3,False,False
2024-06-10 17:00:00,Akasaka,Harajuku,5.0,0.5,786,3.3,5.2,2.08,17,0,True,False
2024-06-09 20:00:00,Ebisu,Roppongi,52.3,9.54,1411,1.4,5.85,1.3,20,6,True,True
2024-06-17 23:00:00,Ginza,Marunouchi,5.8,12.7,2011,5.4,2.08,1.6,23,0,False,False
2024-06-28 06:00:00,Harajuku,Shibuya,35.7,5.11,2136,3.3,2.86,2.86,6,4,False,False
2024-06-12 20:00:00,Ueno,Ikebukuro,5.0,6.19,788,2.7,2.5,1.0,20,2,True,False
2024-06-07 13:00:00,Harajuku,Marunouchi,10.6,7.54,1159,1.1,1.3,1.3,13,4,False,False
2024-06-10 19:00:00,Akasaka,Marunouchi,37.0,0.7,560,11.5,3.25,1.3,19,0,True,False
2024-06-11 13:00:00,Asakusa,Odaiba,9.7,4.18,843,0.1,1.3,1.3,13,1,False,False
2024-06-04 04:00:00,Akihabara,Tokyo Station,5.4,9.7,1041,0.7,1.3,1.0,4,1,False,False
2024-06-18 16:00:00,Harajuku,Shibuya,11.0,6.95,850,9.1,1.0,1.0,16,1,False,False
2024-06-06 14:00:00,Ueno,Tokyo Station,14.3,8.73,1276,6.8,1.3,1.3,14,3,False,False
2024-06-16 07:00:00,Roppongi,Asakusa,84.1,5.37,1235,8.4,6.75,1.5,7,6,True,True
2024-06-12 04:00:00,Akasaka,Akihabara,9.3,9.83,1687,0.1,2.08,1.6,4,2,False,False
2024-06-28 10:00:00,Shibuya,Ebisu,19.6,6.94,1787,6.4,2.08,2.08,10,4,False,False
2024-06-30 22:00:00,Meguro,Shinjuku,58.6,11.78,2760,11.0,5.15,2.2,22,6,False,True
2024-06-01 00:00:00,Meguro,Roppongi,34.9,11.35,1912,5.0,3.74,1.6,0,5,False,True
2024-06-15 10:00:00,Akihabara,Marunouchi,11.5,4.41,668,1.3,1.8,1.0,10,5,False,True
2024-06-19 11:00:00,Meguro,Akasaka,12.5,14.47,1811,9.0,1.3,1.3,11,2,False,False
2024-06-13 09:00:00,Roppongi,Ueno,323.1,8.27,4946,16.5,16.02,6.41,9,3,True,False
2024-06-17 02:00:00,Odaiba,Ikebukuro,9.0,7.06,855,0.0,1.3,1.0,2,0,False,False
2024-06-14 06:00:00,Marunouchi,Ueno,7.8,0.5,381,1.9,1.0,1.0,6,4,False,False
2024-06-16 20:00:00,Roppongi,Akasaka,26.8,0.5,404,4.7,4.5,1.0,20,6,True,True
2024-06-18 04:00:00,Meguro,Roppongi,10.9,0.5,501,0.2,1.69,1.3,4,1,False,False
2024-06-11 17:00:00,Akasaka,Ginza,22.5,15.96,2268,3.8,3.75,1.5,17,1,True,False
2024-06-06 19:00:00,Odaiba,Tokyo Station,32.3,5.5,771,2.2,2.5,1.0,19,3,True,False
2024-06-19 18:00:00,Roppongi,Ikebukuro,23.0,6.43,1075,0.9,3.25,1.3,18,2,True,False
2024-06-26 07:00:00,Ueno,Ueno,16.2,8.24,948,0.3,2.5,1.0,7,2,True,False
2024-06-10 07:00:00,Akihabara,Ebisu,5.0,8.3,940,1.4,2.5,1.0,7,0,True,False
2024-06-13 16:00:00,Asakusa,Odaiba,18.9,10.11,1630,7.3,1.5,1.5,16,3,False,False
2024-06-18 03:00:00,Shinjuku,Asakusa,94.3,10.61,4550,12.9,6.37,4.9,3,1,False,False
2024-06-19 23:00:00,Shinjuku,Marunouchi,17.2,7.67,909,0.4,1.3,1.0,23,2,False,False
2024-06-15 20:00:00,Meguro,Tokyo Station,62.9,10.78,2612,3.0,9.9,2.2,20,5,True,True
2024-06-21 02:00:00,Ginza,Marunouchi,7.3,6.57,1063,3.7,1.69,1.3,2,4,False,False
2024-06-21 14:00:00,Odaiba,Tokyo Station,10.0,10.38,3134,4.2,2.86,2.86,14,4,False,False
2024-06-28 09:00:00,Akihabara,Roppongi,17.2,8.12,2692,1.5,7.15,2.86,9,4,True,False
2024-06-09 20:00:00,Shinjuku,Roppongi,13.0,6.73,1087,5.1,5.85,1.3,20,6,True,True
2024-06-08 20:00:00,Harajuku,Roppongi,55.4,1.87,1182,41.3,9.9,2.2,20,5,True,True
2024-06-28 13:00:00,Tokyo Station,Marunouchi,9.8,8.9,988,5.4,1.0,1.0,13,4,False,False
2024-06-01 20:00:00,Ginza,Roppongi,35.2,13.15,1325,0.4,4.5,1.0,20,5,True,True
2024-06-19 03:00:00,Ueno,Akasaka,14.2,9.12,1010,1.7,1.3,1.0,3,2,False,False
2024-06-26 20:00:00,Akasaka,Roppongi,17.4,11.65,1196,5.0,2.5,1.0,20,2,True,False
2024-06-30 12:00:00,Ginza,Asakusa,39.0,3.9,1380,8.8,3.74,2.08,12,6,False,True
2024-06-28 04:00:00,Ueno,Tokyo Station,10.6,10.75,1123,2.0,1.3,1.0,4,4,False,False
2024-06-02 09:00:00,Asakusa,Harajuku,5.0,7.89,1893,1.5,9.36,2.08,9,6,True,True
2024-06-25 18:00:00,Marunouchi,Ginza,30.1,6.13,813,0.4,2.5,1.0,18,1,True,False
2024-06-03 00:00:00,Akihabara,Odaiba,12.7,8.29,948,3.1,1.3,1.0,0,0,False,False
2024-06-26 00:00:00,Tokyo Station,Odaiba,12.5,7.15,1818,18.9,2.73,2.1,0,2,False,False
2024-06-17 17:00:00,Asakusa,Ueno,13.6,10.0,1072,2.2,2.5,1.0,17,0,True,False
2024-06-24 00:00:00,Roppongi,Akihabara,60.5,3.48,2175,32.3,4.29,3.3,0,0,False,False
2024-06-17 13:00:00,Shinjuku,Odaiba,8.2,6.09,1020,0.4,1.3,1.3,13,0,False,False
2024-06-27 07:00:00,Ebisu,Harajuku,30.2,10.67,1141,3.9,2.5,1.0,7,3,True,False
2024-06-15 07:00:00,Ebisu,Odaiba,186.0,11.3,4531,0.7,14.85,3.3,7,5,True,True
2024-06-23 15:00:00,Ginza,Harajuku,20.6,8.16,2761,7.5,5.24,2.91,15,6,False,True
2024-06-15 21:00:00,Harajuku,Harajuku,13.4,8.17,940,1.5,1.8,1.0,21,5,False,True
2024-06-26 12:00:00,Shinjuku,Shibuya,8.2,0.5,382,1.6,1.0,1.0,12,2,False,False
2024-06-28 23:00:00,Akihabara,Shinjuku,35.8,16.48,3257,7.5,2.7,2.08,23,4,False,False
2024-06-27 05:00:00,Marunouchi,Roppongi,36.0,7.8,2069,4.7,2.86,2.2,5,3,False,False
2024-06-06 15:00:00,Shinjuku,Harajuku,8.7,0.5,382,9.4,1.0,1.0,15,3,False,False
2024-06-30 19:00:00,Tokyo Station,Ebisu,103.3,6.7,2073,4.5,9.9,2.2,19,6,True,True
2024-06-24 21:00:00,Ebisu,Meguro,9.9,8.67,2022,1.6,2.08,2.08,21,0,False,False
2024-06-18 02:00:00,Shibuya,Ebisu,5.8,12.14,1217,1.9,1.3,1.0,2,1,False,False
2024-06-13 16:00:00,Ebisu,Shibuya,20.9,1.98,756,1.4,1.5,1.5,16,3,False,False
2024-06-22 15:00:00,Meguro,Roppongi,38.3,6.88,1842,6.9,3.78,2.1,15,5,False,True
2024-06-30 05:00:00,Akihabara,Harajuku,26.6,11.15,1171,5.2,2.34,1.0,5,6,False,True
2024-06-21 08:00:00,Tokyo Station,Akasaka,30.0,6.3,1321,2.1,4.0,1.6,8,4,True,False
2024-06-28 21:00:00,Ginza,Odaiba,13.2,12.28,1607,1.8,1.3,1.3,21,4,False,False
2024-06-22 00:00:00,Shibuya,Tokyo Station,29.1,7.21,1957,5.5,5.15,2.2,0,5,False,True
2024-06-27 03:00:00,Akihabara,Ginza,13.0,5.48,746,0.7,1.3,1.0,3,3,False,False
2024-06-09 04:00:00,Ebisu,Meguro,20.1,6.21,807,6.0,2.34,1.0,4,6,False,True
2024-06-25 23:00:00,Akihabara,Odaiba,42.8,7.35,2017,2.4,2.86,2.2,23,1,False,False
2024-06-16 22:00:00,Shibuya,Akasaka,11.6,5.16,721,4.5,2.34,1.0,22,6,False,True
2024-06-26 03:00:00,Ginza,Shibuya,30.2,10.79,2528,1.3,2.86,2.2,3,2,False,False
2024-06-24 17:00:00,Roppongi,Tokyo Station,70.3,6.95,1916,1.6,5.2,2.08,17,0,True,False
2024-06-20 15:00:00,Akihabara,Marunouchi,12.5,2.92,1853,16.4,3.3,3.3,15,3,False,False
2024-06-20 22:00:00,Harajuku,Roppongi,10.3,7.0,852,1.1,1.3,1.0,22,3,False,False
2024-06-07 16:00:00,Shibuya,Shinjuku,9.8,12.65,1888,3.4,1.5,1.5,16,4,False,False
2024-06-14 06:00:00,Harajuku,Roppongi,11.6,2.54,533,3.4,1.0,1.0,6,4,False,False
2024-06-08 18:00:00,Ueno,Akasaka,38.8,7.22,902,5.8,4.5,1.0,18,5,True,True
2024-06-02 01:00:00,Shinjuku,Asakusa,25.5,12.5,2787,0.0,5.15,2.2,1,6,False,True
2024-06-13 00:00:00,Odaiba,Akasaka,13.4,9.11,1008,1.3,1.3,1.0,0,3,False,False
2024-06-12 09:00:00,Ikebukuro,Meguro,33.1,11.03,1521,0.9,3.25,1.3,9,2,True,False
2024-06-01 13:00:00,Meguro,Tokyo Station,41.3,9.75,2611,6.4,4.32,2.4,13,5,False,True
2024-06-23 16:00:00,Ginza,Ginza,9.3,4.13,838,0.7,2.34,1.3,16,6,False,True
2024-06-25 11:00:00,Ikebukuro,Ikebukuro,9.4,8.86,2049,5.9,2.08,2.08,11,1,False,False
2024-06-19 19:00:00,Tokyo Station,Marunouchi,18.4,16.6,3416,1.4,5.5,2.2,19,2,True,False
2024-06-13 08:00:00,Ueno,Ikebukuro,32.1,2.36,817,4.6,3.75,1.5,8,3,True,False
2024-06-25 06:00:00,Harajuku,Ebisu,12.4,8.52,1253,3.9,1.3,1.3,6,1,False,False
2024-06-14 14:00:00,Odaiba,Akihabara,5.8,8.9,984,2.0,1.0,1.0,14,4,False,False
2024-06-06 08:00:00,Asakusa,Ginza,56.1,7.43,2252,5.9,6.0,2.4,8,3,True,False
2024-06-24 15:00:00,Marunouchi,Ebisu,18.2,18.05,2155,7.5,1.3,1.3,15,0,False,False
2024-06-21 10:00:00,Akihabara,Shibuya,8.0,3.47,596,1.3,1.0,1.0,10,4,False,False
2024-06-21 10:00:00,Akasaka,Meguro,11.3,5.6,752,4.9,1.0,1.0,10,4,False,False
2024-06-01 01:00:00,Roppongi,Marunouchi,15.7,15.76,1490,5.9,2.34,1.0,1,5,False,True
2024-06-13 02:00:00,Akasaka,Akihabara,6.9,10.15,1075,0.0,1.3,1.0,2,3,False,False
2024-06-17 12:00:00,Akasaka,Shibuya,5.0,15.18,1435,0.8,1.0,1.0,12,0,False,False
2024-06-04 17:00:00,Odaiba,Ueno,26.4,7.76,1390,1.3,3.75,1.5,17,1,True,False
2024-06-20 19:00:00,Ikebukuro,Shibuya,16.3,2.21,824,3.6,4.0,1.6,19,3,True,False
2024-06-29 20:00:00,Ikebukuro,Roppongi,71.6,6.4,1147,0.0,5.85,1.3,20,5,True,True
2024-06-14 04:00:00,Ginza,Akasaka,10.8,9.13,2093,8.0,2.7,2.08,4,4,False,False
2024-06-10 18:00:00,Akasaka,Roppongi,23.8,3.86,835,0.2,3.25,1.3,18,0,True,False
2024-06-10 19:00:00,Asakusa,Ebisu,5.0,8.53,1243,0.2,3.25,1.3,19,0,True,False
2024-06-20 06:00:00,Akasaka,Harajuku,23.3,14.5,3379,0.6,2.4,2.4,6,3,False,False
2024-06-18 06:00:00,Harajuku,Tokyo Station,7.6,1.54,456,0.9,1.0,1.0,6,1,False,False
2024-06-18 10:00:00,Ebisu,Shibuya,36.6,6.75,1905,2.1,2.2,2.2,10,1,False,False
2024-06-10 15:00:00,Tokyo Station,Ueno,5.6,4.86,901,0.7,1.3,1.3,15,0,False,False
2024-06-15 04:00:00,Tokyo Station,Ebisu,48.2,9.9,2435,10.4,5.15,2.2,4,5,False,True
2024-06-23 02:00:00,Meguro,Shinjuku,25.3,9.08,1020,0.3,2.34,1.0,2,6,False,True
2024-06-26 01:00:00,Marunouchi,Harajuku,27.2,1.5,1048,9.6,2.86,2.2,1,2,False,False
2024-06-12 00:00:00,Asakusa,Odaiba,12.3,0.5,541,3.7,1.82,1.4,0,2,False,False
2024-06-15 07:00:00,Asakusa,Asakusa,111.2,7.4,3308,8.4,14.85,3.3,7,5,True,True
2024-06-19 16:00:00,Ikebukuro,Ueno,14.3,7.1,1296,18.1,1.5,1.5,16,2,False,False
2024-06-21 02:00:00,Roppongi,Ebisu,9.5,7.5,1154,4.0,1.69,1.3,2,4,False,False
2024-06-17 01:00:00,Akihabara,Harajuku,13.5,5.89,776,1.8,1.3,1.0,1,0,False,False
2024-06-22 18:00:00,Odaiba,Shibuya,34.2,9.54,1064,3.0,4.5,1.0,18,5,True,True
2024-06-20 19:00:00,Shibuya,Ebisu,21.0,11.21,1869,3.4,4.0,1.6,19,3,True,False
2024-06-21 04:00:00,Harajuku,Tokyo Station,9.8,7.53,890,2.6,1.3,1.0,4,4,False,False
2024-06-07 16:00:00,Asakusa,Akasaka,15.9,7.05,1294,10.1,1.5,1.5,16,4,False,False
2024-06-16 07:00:00,Tokyo Station,Roppongi,38.9,7.62,1397,2.3,6.75,1.5,7,6,True,True
2024-06-14 23:00:00,Odaiba,Odaiba,11.9,12.41,1244,1.8,1.3,1.0,23,4,False,False
2024-06-06 06:00:00,Harajuku,Shinjuku,11.8,9.69,1047,11.1,1.0,1.0,6,3,False,False
2024-06-25 20:00:00,Meguro,Roppongi,23.5,5.31,747,2.4,2.5,1.0,20,1,True,False
2024-07-01 00:00:00,Akasaka,Shibuya,5.0,9.45,1023,0.1,1.3,1.0,0,0,False,False
2024-06-17 02:00:00,Harajuku,Ikebukuro,6.9,7.93,915,2.0,1.3,1.0,2,0,False,False
2024-06-21 04:00:00,Asakusa,Tokyo Station,8.7,5.09,713,1.2,1.3,1.0,4,4,False,False
2024-06-25 18:00:00,Harajuku,Roppongi,16.9,8.0,932,1.4,2.5,1.0,18,1,True,False
2024-06-21 15:00:00,Ebisu,Meguro,17.9,4.48,1088,5.8,1.6,1.6,15,4,False,False
2024-06-16 03:00:00,Ikebukuro,Ebisu,20.0,7.98,935,0.2,2.34,1.0,3,6,False,True
2024-06-23 16:00:00,Marunouchi,Ikebukuro,25.5,7.84,1210,1.6,2.34,1.3,16,6,False,True
2024-06-07 00:00:00,Tokyo Station,Shinjuku,11.2,10.07,1075,0.2,1.3,1.0,0,4,False,False
2024-06-02 00:00:00,Akihabara,Ebisu,64.3,7.14,2039,10.9,5.15,2.2,0,6,False,True
2024-06-12 21:00:00,Ginza,Ueno,19.1,2.17,1134,6.9,2.2,2.2,21,2,False,False
2024-06-09 04:00:00,Ebisu,Odaiba,5.9,9.67,1039,2.0,2.34,1.0,4,6,False,True
2024-06-14 05:00:00,Tokyo Station,Ueno,11.6,8.59,968,3.6,1.3,1.0,5,4,False,False
2024-06-23 21:00:00,Akasaka,Shinjuku,24.3,11.88,1221,2.5,1.8,1.0,21,6,False,True
